pathway	external_id	source	hgnc_symbol_ids
VEGF Signaling Pathway	PA2032	PharmGKB	FGFRL1,FGFR1OP2,TIMP3,MAP2K5,HRAS,MAPK13,MAP2K1,MAPK14,AKT1,AKT2,AKT3,MAPK10,MAPK11,MAPK12,MAP2K4,CRK,RAF1,FLT1,CSK,NRAS,FGFR3,MAPK3,MAPK1,MAPK6,MAPK7,MAPK4,MAPK8,MAPK9,KDR,PRKCI,PRKCH,ITGB3,NOS3,ITGB5,PIGF,PRKCA,PRKCB,PRKCE,PRKCD,PRKCG,PIK3C2B,PIK3C2A,PRKCZ,FGFR1OP,VEGFC,VEGFB,PRKCQ,FGFR4,FGFR2,FGF2,KRAS,MAP2K3,VEGFA,PLCG2,PLCG1,ITGAV,MAP2K2,MAP2K7,NRP1,FGFR1,MAP2K6
Antiarrhythmic Pathway, Pharmacodynamics	PA2033	PharmGKB	KCNJ11,KCNE3,KCNE1,RYR2,ATP2A1,KCNE4,FKBP1B,ADRB2,KCNK1,KCNA5,CACNA1G,CACNA1H,CASQ1,ATP2A2,CASQ2,CACNB2,CACNA1C,CACNA1D,ADRA2A,KCNK3,SCN2B,JUP,SCN1B,SLC8A3,KCNJ8,GJD3,KCNIP2,KCND3,KCNJ2,CHRM2,DSP,KCNAB2,HCN2,KCNE1L,SLC8A2,LMNA,KCNQ1,ADRA1D,KCNJ3,GJA1,SCN4B,GJA5,KCNJ5,KCNH2,KCNJ4,HCN4,ADRB1,ANK2,ABCC8,ABCC9,ATP1A1,PLN,SCN5A,SCN3B
Cyclophosphamide Pathway, Pharmacokinetics	PA2034	PharmGKB	CYP2C9,CYP2C8,CYP2B6,CYP2C19,CYP2A6,CYP3A4
Cyclophosphamide Pathway, Pharmacodynamics	PA2035	PharmGKB	AKR1B10,ADH7,ADH6,ADH5,ADH4,ERCC1,ALDH3A1,ERCC4,ALDH2,AKR1A1,ADH1C,ADH1B,ADH1A,MGMT,ALDH5A1,AKR1B1,ALDH1A1
Gemcitabine Pathway, Pharmacodynamics	PA2036	PharmGKB	RRM1,CDA,CMPK1,NT5C,SLC28A1,RRM2B,RRM2,SLC29A1,SLC28A3,DCK
Ifosfamide Pathway, Pharmacokinetics	PA2037	PharmGKB	CYP2C9,CYP2C8,CYP2B6,CYP2A6,CYP3A4,ALDH1A1
Ifosfamide Pathway, Pharmacodynamics	PA2038	PharmGKB	AKR1B10,ADH7,ADH6,ADH5,ADH4,ALDH3A1,ALDH2,GSTP1,AKR1A1,ADH1C,ADH1B,ADH1A,AKR1B1,ALDH1A1
Methotrexate Pathway (Cancer Cell), Pharmacodynamics	PA2039	PharmGKB	ATIC,MTR,MTHFD1,CBS,DHFR,MTHFS,ADA,MTHFR,TYMS,PPAT,FPGS,MTRR,GART,GGH,SHMT1
Thiopurine Pathway, Pharmacokinetics/Pharmacodynamics	PA2040	PharmGKB	AOX1,DHFR,GSTA1,GSTA2,SLC29A2,SLC29A1,CBS,SLC28A2,SLC28A3,HPRT1,NT5E,IMPDH1,MTHFR,RAC1,MTR,MTHFS,TPMT,ADA,GART,ADK,SHMT1,GMPS,MTHFD1,GSTM1,PRPS1,TYMS,ITPA,PPAT,MTRR,ABCC4,ABCC5,AHCY
Sympathetic Nerve Pathway (Neuroeffector Junction)	PA2042	PharmGKB	SLC6A2,CACNA1A,CACNA1B,CACNA1C,CACNA1D,ADRA2A,ADRA2B,ADRA2C,DBH,NPY2R,ADM,ADRA1A,PYY,ADRA1B,ADRA1D,ADRB1,ADRB2,NPY,SLC22A3,SLC18A2,SLC18A1,GPR182
Long chain acyl-CoA dehydrogenase deficiency (LCAD)	SMP00539	SMPDB	CPT1A,HADHA,ACADVL,ACAA2,HADHB,ACSL1,CPT2,ACAT1,ECHS1,ACADS,ACADSB,ACADL,ACADM,GCDH
Levomethadyl Acetate Action Action Pathway	SMP00677	SMPDB	SLC6A3,SLC6A2,FXYD2,SLC6A4,PCSK2,SCN10A,CACNA1A,CACNB1,CHRNB2,GRIN3A,ATP1A3,GRIN1,KCNIP2,KCND2,ATP1B2,ATP1B3,ATP1B1,CHRNA4,OPRM1,POMC,CACNA2D2,ADRA1A,DRD1,ATP1A4,SCN1B,ATP1A2,ATP1A1,HTR1A
Etodolac Action Pathway	SMP00084	SMPDB	CYP2J2,PTGS2,EPHX2,FAM213B,CBR1,PTGS1,CYP4F8,ALOX15,ALOX12,LTA4H,PTGDS,CYP4F2,CYP4F3,CYP2U1,AKR1C3,CYP2B6,LTC4S,ALOX12B,TBXAS1,ALOX5,PTGIS,GGT1,PLA2G4B,PTGES,CYP2C8,CYP4A11,JMJD7-PLA2G4B,CYP2E1,GPX1,ALOX15B
Ketoprofen Action Pathway	SMP00085	SMPDB	CYP2J2,PTGS2,PTGS1,FAM213B,CBR1,EPHX2,CYP4F8,ALOX15,ALOX12,LTA4H,PTGDS,CYP4F2,CYP4F3,CYP2U1,AKR1C3,CYP2B6,LTC4S,ALOX12B,TBXAS1,ALOX5,PTGIS,GGT1,PLA2G4B,PTGES,CYP2C8,CYP4A11,JMJD7-PLA2G4B,CYP2E1,GPX1,ALOX15B
Ibuprofen Action Pathway	SMP00086	SMPDB	CYP2J2,PTGS2,PTGS1,FAM213B,HSPA5,CYP2B6,EPHX2,CYP4F8,ALOX15,UGT1A9,LTA4H,PTGDS,CYP4F2,CYP4F3,UGT1A1,CYP2U1,UGT1A3,UGT1A10,HYOU1,CBR1,LTC4S,DNAJB11,SDF2L1,AKR1C3,ALOX12B,UGT2B7,UGT2B4,TBXAS1,PTGES,PDIA6,ALOX5,PDIA4,PDIA2,PTGIS,GGT1,PLA2G4B,CYP3A4,CYP2C9,CYP2C8,CYP4A11,JMJD7-PLA2G4B,CYP2E1,GPX1,SLC22A6,CYP2C19,ALOX15B,SLC22A8,PPIB,ALOX12
Rofecoxib Action Pathway	SMP00087	SMPDB	CYP2J2,PTGS2,EPHX2,FAM213B,CBR1,PTGS1,CYP4F8,ALOX15,ALOX12,LTA4H,PTGDS,CYP4F2,CYP4F3,CYP2U1,AKR1C3,CYP2B6,LTC4S,ALOX12B,TBXAS1,ALOX5,PTGIS,GGT1,PLA2G4B,PTGES,CYP2C8,CYP4A11,JMJD7-PLA2G4B,CYP2E1,GPX1,ALOX15B
Polythiazide Action Pathway	SMP00080	SMPDB	FXYD2,SLC7A8,SLC7A9,SLC7A6,SLC7A7,SLC7A5,SLC14A2,AQP3,SCNN1D,SCNN1G,SLC12A6,SLC12A1,SLC38A4,AQP2,ATP1A1,AQP1,ATP1B2,ATP1B3,ATP1B1,SLC6A20,SLC3A2,SLC3A1,SLC22A6,ATP1A4,ATP1A3,ATP1A2,SLC22A2,SLC1A1
Methyclothiazide Action Pathway	SMP00081	SMPDB	FXYD2,SLC7A8,SLC7A9,SLC7A6,SLC7A7,SLC7A5,SLC14A2,AQP3,SCNN1D,SCNN1G,SLC12A6,SLC12A1,SLC38A4,AQP2,ATP1A1,AQP1,ATP1B2,ATP1B3,ATP1B1,SLC6A20,SLC3A2,SLC3A1,SLC22A6,ATP1A4,ATP1A3,ATP1A2,SLC22A2,SLC1A1
Simvastatin Action Pathway	SMP00082	SMPDB	MSMO1,SOAT1,TM7SF2,NSDHL,IDI1,SC5D,GGPS1,SQLE,ACAT2,LSS,CYP51A1,FDFT1,HSD17B7,LIPA,HMGCS1,MVD,HMGCR,MVK,DHCR24,FDPS,PMVK,EBP
Acetylsalicylic Acid Action Pathway	SMP00083	SMPDB	CYP2J2,PTGS2,PTGS1,FAM213B,CBR1,EPHX2,CYP4F8,ALOX15,ALOX12,LTA4H,PTGDS,CYP4F2,CYP4F3,CYP2U1,AKR1C3,CYP2B6,LTC4S,ALOX12B,TBXAS1,ALOX5,PTGIS,GGT1,PLA2G4B,PTGES,CYP2C8,CYP4A11,JMJD7-PLA2G4B,CYP2E1,GPX1,ALOX15B
Bumetanide Action Pathway	SMP00088	SMPDB	FXYD2,SLC7A8,SLC7A9,SLC7A6,SLC7A7,SLC7A5,SLC14A2,AQP3,SCNN1D,SCNN1G,SLC12A6,SLC12A1,SLC38A4,AQP2,ATP1A1,AQP1,ATP1B2,ATP1B3,ATP1B1,SLC6A20,SLC3A2,SLC3A1,SLC22A6,ATP1A4,ATP1A3,ATP1A2,SLC22A2,SLC1A1
Pravastatin Action Pathway	SMP00089	SMPDB	MSMO1,SOAT1,TM7SF2,NSDHL,IDI1,SC5D,GGPS1,SQLE,ACAT2,LSS,CYP51A1,FDFT1,HSD17B7,LIPA,HMGCS1,MVD,HMGCR,MVK,DHCR24,FDPS,PMVK,EBP
Excitatory Neural Signalling Through 5-HTR 4 and Serotonin	SMP00309	SMPDB	ADCY2,PPP1CA,GNAS,GNB1,CREB1,HTR4,PRKACB
Aminocaproic Acid Action Pathway	SMP00286	SMPDB	F2,FGG,F5,KLKB1,F7,F8,F9,VKORC1,PLAT,PLG,F13B,F3,GGCX,COL1A1,F12,F13A1,F10,F11,FGA,FGB
Tranexamic Acid Action Pathway	SMP00287	SMPDB	F2,FGG,F5,KLKB1,F7,F8,F9,VKORC1,PLAT,PLG,F13B,F3,GGCX,COL1A1,F12,F13A1,F10,F11,FGA,FGB
Urokinase Action Pathway	SMP00284	SMPDB	F2,FGG,F5,KLKB1,F7,F8,F9,VKORC1,PLAT,PLG,F13B,F3,GGCX,COL1A1,F12,F13A1,F10,F11,FGA,FGB
Reteplase Action Pathway	SMP00285	SMPDB	F2,FGG,F5,KLKB1,F7,F8,F9,VKORC1,PLAT,PLG,F13B,F3,GGCX,COL1A1,F12,F13A1,F10,F11,FGA,FGB
Streptokinase Action Pathway	SMP00282	SMPDB	F2,FGG,F5,KLKB1,F7,F8,F9,VKORC1,PLAT,PLG,F13B,F3,GGCX,COL1A1,F12,F13A1,F10,F11,FGA,FGB
Tenecteplase Action Pathway	SMP00283	SMPDB	F2,FGG,F5,KLKB1,F7,F8,F9,VKORC1,PLAT,PLG,F13B,F3,GGCX,COL1A1,F12,F13A1,F10,F11,FGA,FGB
Alteplase Action Pathway	SMP00280	SMPDB	F2,FGG,F5,KLKB1,F7,F8,F9,VKORC1,PLAT,PLG,F13B,F3,GGCX,COL1A1,F12,F13A1,F10,F11,FGA,FGB
Anistreplase Action Pathway	SMP00281	SMPDB	F2,FGG,F5,KLKB1,F7,F8,F9,VKORC1,PLAT,PLG,F13B,F3,GGCX,COL1A1,F12,F13A1,F10,F11,FGA,FGB
Disopyramide Action Pathway	SMP00325	SMPDB	KCNJ11,RYR2,KCNE1,SNTB2,ATP2A2,SNTB1,TNNT1,SNTA1,MYLK,ALG10B,TNNC1,TNNC2,FXYD2,KCNA5,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNH2,KCNJ4,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Procainamide (Antiarrhythmic) Action Pathway	SMP00324	SMPDB	KCNJ11,RYR2,KCNE1,SNTB2,ATP2A2,SNTB1,TNNT1,SNTA1,MYLK,ALG10B,TNNC1,TNNC2,FXYD2,KCNA5,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Phenytoin (Antiarrhythmic) Action Pathway	SMP00327	SMPDB	KCNJ11,EPHX1,KCNE1,SNTB2,HSPA5,SNTB1,TNNT1,TNNC1,KCND3,NQO1,ALG10B,UGT1A9,TNNC2,UGT1A4,FXYD2,UGT1A6,KCNA5,UGT1A1,CALM1,DLG1,ABCC8,TNNT3,ITPR1,CALM2,ATP2A2,HYOU1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,DNAJB11,TNNI2,TNNI3,TNNI1,SLC8A1,ATP1A3,SDF2L1,KCNJ8,KCNIP2,ABCC9,KCNJ3,SNTA1,PDIA6,PLCB1,PDIA4,ATP1B2,PDIA2,KCNQ1,COMT,TNNT2,CACNA1H,CACNA2D2,PRKACA,CYP3A4,ATP1B1,MYLK,ATP1B3,CALM3,CYP2C9,KCNJ2,CYP1A2,RYR2,KCNJ5,KCNJ4,PRKAR1A,KCNH2,HCN4,CYP2E1,ADRB1,ATP1A4,CYP2C19,ATP1A2,ATP1A1,TPM2,PLN,AGTR1,SCN5A,PPIB,CHRM2
Fosphenytoin (Antiarrhythmic) Action Pathway	SMP00326	SMPDB	KCNJ11,RYR2,KCNE1,SNTB2,ATP2A2,SNTB1,TNNT1,KCND3,MYLK,ALG10B,TNNC1,TNNC2,FXYD2,KCNA5,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,SNTA1,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Intracellular Signalling Through Adenosine Receptor A2b and Adenosine	SMP00321	SMPDB	HRAS,NFKBIA,RAP1A,IKBKB,MAP2K2,BAD,MAP2K7,MAP2K6,RAPGEF2,RAPGEF3,ADORA2B,ARHGEF7,MAP3K1,JUN,MAP3K4,MAPK1,MAPK11,NFKB1,MAPK8,PARD6A,PRKACB,GNB1,CHUK,CREB1,PRKCZ,AKT1,NFKB2,RPS6KA1,ADCY2,GNAS,ELK1,BRAF,PIK3CA,PDPK1,ATF2,PAK1,CDC42
Intracellular Signalling Through Adenosine Receptor A2a and Adenosine	SMP00320	SMPDB	HRAS,NFKBIA,RAP1A,IKBKB,MAP2K2,BAD,MAP2K7,MAP2K6,RAPGEF2,RAPGEF3,ADORA2A,ARHGEF7,MAP3K1,JUN,MAP3K4,MAPK1,MAPK11,NFKB1,MAPK8,PARD6A,PRKACB,GNB1,CHUK,CREB1,PRKCZ,AKT1,NFKB2,RPS6KA1,ADCY2,GNAS,ELK1,BRAF,PIK3CA,PDPK1,ATF2,PAK1,CDC42
Aprotinin Action Pathway	SMP00288	SMPDB	F2,FGG,F5,KLKB1,F7,F8,F9,VKORC1,PLAT,PLG,F13B,F3,GGCX,COL1A1,F12,F13A1,F10,F11,FGA,FGB
Diflunisal Action Pathway	SMP00289	SMPDB	CYP2J2,PTGS2,PTGS1,FAM213B,CBR1,EPHX2,CYP4F8,ALOX15,ALOX12,LTA4H,PTGDS,CYP4F2,CYP4F3,CYP2U1,AKR1C3,CYP2B6,LTC4S,ALOX12B,TBXAS1,ALOX5,PTGIS,GGT1,PLA2G4B,PTGES,CYP2C8,CYP4A11,JMJD7-PLA2G4B,CYP2E1,GPX1,ALOX15B
Carnosinuria, carnosinemia	SMP00493	SMPDB	AOC3,DPYD,ALDH2,GAD1,DPYS,ALDH6A1,ABAT,UPB1,CNDP1
Ureidopropionase deficiency	SMP00492	SMPDB	AOC3,DPYD,ALDH2,GAD1,DPYS,ALDH6A1,ABAT,UPB1,CNDP1
Sepiapterin reductase deficiency	SMP00491	SMPDB	DHFRP1,DHFR,QDPR,SPR,GCH1,CBR1,AKR1B1,PTS,GCHFR
Segawa syndrome	SMP00490	SMPDB	DHFRP1,DHFR,QDPR,SPR,GCH1,CBR1,AKR1B1,PTS,GCHFR
Tyrosine hydroxylase deficiency	SMP00497	SMPDB	DDC,DBH,PNMT,TH
Galactosemia III	SMP00496	SMPDB	GALT,GALK1,UXS1,UGDH,GCK,PGM1,GALE,UGP2
Galactosemia II (GALK)	SMP00495	SMPDB	GALT,GALK1,UXS1,UGDH,GCK,PGM1,GALE,UGP2
Tyrosinemia, transient, of the newborn	SMP00494	SMPDB	TAT,DBH,COMT,AOC1,ALDH3A1,GSTZ1,MAOA,MIF,FAH,HAAO,PNMT,ADH1A,DDC,DCT,GOT1,HGD,TYR,HPD
Glycogen synthetase deficiency	SMP00552	SMPDB	AGL,PGM2L1,AMY1C,GPI,HK2,PYGL,GCK,UGT2B11,PGM1,UGDH,SI,GYS2,GBE1,GUSB,AMY1A,MGAM,UGP2,AMY1B
Glycogenosis, Type III. Cori disease, Debrancher glycogenosis	SMP00553	SMPDB	AGL,PGM2L1,AMY1C,GPI,HK2,PYGL,GCK,UGT2B11,PGM1,UGDH,SI,GYS2,GBE1,GUSB,AMY1A,MGAM,UGP2,AMY1B
Mucopolysaccharidosis VI. Sly syndrome	SMP00556	SMPDB	AGL,PGM2L1,AMY1C,GPI,HK2,PYGL,GCK,UGT2B11,PGM1,UGDH,SI,GYS2,GBE1,GUSB,AMY1A,MGAM,UGP2,AMY1B
Sucrase-isomaltase deficiency	SMP00557	SMPDB	AGL,PGM2L1,AMY1C,GPI,HK2,PYGL,GCK,UGT2B11,PGM1,UGDH,SI,GYS2,GBE1,GUSB,AMY1A,MGAM,UGP2,AMY1B
Glycogenosis, Type IV. Amylopectinosis, Anderson disease	SMP00554	SMPDB	AGL,PGM2L1,AMY1C,GPI,HK2,PYGL,GCK,UGT2B11,PGM1,UGDH,SI,GYS2,GBE1,GUSB,AMY1A,MGAM,UGP2,AMY1B
Glycogenosis, Type VI. Hers disease	SMP00555	SMPDB	AGL,PGM2L1,AMY1C,GPI,HK2,PYGL,GCK,UGT2B11,PGM1,UGDH,SI,GYS2,GBE1,GUSB,AMY1A,MGAM,UGP2,AMY1B
Artemether Metabolism Pathway	SMP00651	SMPDB	UGT2B7,CYP3A4,UGT1A9
Doxorubicin Metabolism Pathway	SMP00650	SMPDB	ABCG2,NOS3,RALBP1,SLC22A16,CBR1,POR,NDUFS2,CBR3,XDH,ABCB1,AKR1A1,NDUFS3,NDUFS7,NQO1,ABCC1,ABCC2,AKR1C3
Rosiglitazone Metabolism Pathway	SMP00653	SMPDB	SLCO1B1,CYP2C8,CYP2C9
Mycophenolic Acid Metabolism Pathway	SMP00652	SMPDB	CES1,ABCG2,UGT2B7,IMPDH1,IMPDH2,CYP2C8,SLCO1B1,SLCO1B3,CES2,UGT1A8,UGT1A9,CYP3A4,UGT1A7,ABCC2,ABCB1
Phenindione Action Pathway	SMP00655	SMPDB	F2,FGG,F5,KLKB1,F7,F8,F9,VKORC1,PLAT,PLG,F13B,F3,GGCX,COL1A1,F12,F13A1,F10,F11,FGA,FGB
Warburg Effect	SMP00654	SMPDB	MPC1,GAPDH,LDHAL6A,ACO1,PGAM2,MDH1,FH,IDH3B,IDH3A,PKLR,OGDH,ALDOB,IDH3G,TALDO1,PC,TKT,PFKL,RPIA,PDHB,PKM,PGK1,PDHA1,GPI,DLD,HK2,IDH1,PGD,SUCLG2,ENO1,DLAT,CS,ACO2,SLC16A1,DLST,G6PD,PGLS,SLC2A2,GLUD1,SUCLG1,SDHA,SLC1A5,SDHC,SDHB,SDHD,GLS2
Bopindolol Action Pathway	SMP00657	SMPDB	SNTA1,RYR2,KCNE1,FXYD2,ATP2A2,SNTB1,TNNT1,KCNJ11,MYLK,ALG10B,TNNC1,TNNC2,SNTB2,KCNA5,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Dicoumarol Action Pathway	SMP00656	SMPDB	F2,FGG,F5,KLKB1,F7,F8,F9,VKORC1,PLAT,PLG,F13B,F3,GGCX,COL1A1,F12,F13A1,F10,F11,FGA,FGB
Timolol Action Pathway	SMP00659	SMPDB	SNTA1,RYR2,KCNE1,FXYD2,ATP2A2,SNTB1,TNNT1,KCNJ11,MYLK,ALG10B,TNNC1,TNNC2,SNTB2,KCNA5,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Carteolol Action Pathway	SMP00658	SMPDB	SNTA1,RYR2,KCNE1,FXYD2,ATP2A2,SNTB1,TNNT1,KCNJ11,MYLK,ALG10B,TNNC1,TNNC2,SNTB2,KCNA5,DLG1,TNNT3,ITPR1,CALM2,CALM3,CALM1,CACNB1,CACNA1C,KCNK1,TPM1,CACNA1G,TNNI2,TNNI3,TNNI1,SLC8A1,ABCC8,KCNJ8,KCNIP2,ABCC9,CACNA1H,KCND3,PLCB1,ATP1B2,ATP1B3,KCNQ1,TNNT2,PRKAR1A,CACNA2D2,PRKACA,ATP1B1,KCNJ3,KCNJ2,TPM2,KCNJ5,KCNJ4,KCNH2,HCN4,ADRB1,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PLN,AGTR1,SCN5A,CHRM2
Omeprazole Metabolism Pathway	SMP00613	SMPDB	ATP4A,ATP4B
Esomeprazole Metabolism Pathway	SMP00612	SMPDB	ATP4A,ATP4B
Fc Epsilon Receptor I Signaling in Mast Cells	SMP00358	SMPDB	NRAS,HRAS,GAB2,MAP2K3,AKT1,PLCG1,MAP2K7,MAP2K6,MAP2K4,MS4A2,FCER1G,FCER1A,PIK3CA,FYN,MAPK1,PIK3R1,LYN,RAC1,PRKCA,TNF,IGHE,LCP2,PLA2G4A,MAPK8,RAF1,KRAS,MAPK14,INPP5D,SOS1,MAP2K2,SYK,VAV3,IL13,MAP2K1,CSF2,PDK1,IL4,IL5,IL3,BTK
Purine Nucleoside Phosphorylase Deficiency	SMP00210	SMPDB	ADSS,AMPD1,RRM2,ADCY10,ADSL,TXN,HPRT1,IMPDH1,XDH,PAICS,GUCY1A2,NT5C2,PFAS,ENTPD5,PRPS1L1,NUDT2,GUCY1B3,NUDT5,ENTPD8,APRT,GUK1,RRM1,ADA,GART,PDE10A,GMPR,GMPS,NME6,ATIC,PNP,AK1,ATAD1,GDA,ITPA,PPAT,DGUOK,PDE4D
Pyruvate Dehydrogenase Complex Deficiency	SMP00212	SMPDB	GRHPR,PCK1,LDHAL6A,ME1,MDH1,ME2,PKLR,PC,HAGH,ACAT1,LDHD,GLO1,PDHB,PDHA1,ACACA,DLD,ACSS2,DLAT,AKR1B1,ACOT12,ACYP1,ALDH2
S-Adenosylhomocysteine (SAH) Hydrolase Deficiency	SMP00214	SMPDB	MTFMT,MAT2A,BHMT,CBS,MTHFR,MTAP,DNMT1,MSRB3,SRM,MSRB2,MTR,MAT2B,MARS,CHDH,IL4I1,AHCY,CTH,SHMT1,AMD1
Sjogren Larsson Syndrome	SMP00217	SMPDB	RENBP,NPL,HK1,UAP1,HEXA,SLC17A5,CHIT1,GNPDA1,PGM3,CMAS,NANP,AMDHD2,GNE,GFPT1,NANS,NAGK
Sialuria or French Type Sialuria	SMP00216	SMPDB	RENBP,NPL,HK1,UAP1,HEXA,SLC17A5,CHIT1,GNPDA1,PGM3,CMAS,NANP,AMDHD2,GNE,GFPT1,NANS,NAGK
Pyruvate Carboxylase Deficiency	SMP00350	SMPDB	GPT,PC,AARS2,AARS,AGXT
GABA-Transaminase Deficiency	SMP00351	SMPDB	AOC3,DPYD,ALDH2,GAD1,DPYS,ALDH6A1,ABAT,UPB1,CNDP1
Primary Hyperoxaluria Type I	SMP00352	SMPDB	GPT,PC,AARS2,AARS,AGXT
Leukotriene C4 Synthesis Deficiency	SMP00353	SMPDB	CYP2J2,PTGS2,EPHX2,FAM213B,CBR1,PTGS1,CYP4F8,ALOX15,ALOX12,LTA4H,PTGDS,CYP4F2,CYP4F3,CYP2U1,AKR1C3,CYP2B6,LTC4S,ALOX12B,TBXAS1,ALOX5,PTGIS,GGT1,PLA2G4B,PTGES,CYP2C8,CYP4A11,JMJD7-PLA2G4B,CYP2E1,GPX1,ALOX15B
Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin	SMP00354	SMPDB	ADCY2,GNAS,GNB1,MYLK,MYL3,PRKACB
Mitochondrial Electron Transport Chain	SMP00355	SMPDB	ATP5D,ATP5C1,SDHB,SLC37A4,NDUFA1,UQCRC1,ATP5A1,SDHD,GAPDH,SLC25A4,GPD1,GPD2,SDHA,ATP5B,MT-ATP6,ATP5F1,SDHC,ATP5E,ATP5G2
17-Beta Hydroxysteroid Dehydrogenase III Deficiency	SMP00356	SMPDB	AKR1D1,CYP17A1,UGT2B17,HSD3B1,SULT2B1,STS,SULT1E1,HSD17B1,SRD5A1,HSD17B3,UGT2B11
Argininemia	SMP00357	SMPDB	GOT2,ARG1,OTC,GLUD1,SLC25A12,GPT,SLC1A4,SLC1A5,SLC25A15,ASS1,CPS1,GLS2,ASL
Mercaptopurine Action Pathway	SMP00428	SMPDB	AOX1,ADSS,AMPD1,SLC29A2,SLC29A1,ADSL,GUCY1B3,TXN,SLC28A2,SLC28A3,HPRT1,IMPDH1,XDH,PAICS,GUCY1A2,PDE10A,NT5C2,PFAS,ENTPD5,RAC1,PRPS1L1,NUDT2,TPMT,NUDT5,ENTPD8,ADCY10,APRT,GUK1,RRM1,ADA,GART,ADK,GMPR,GMPS,NME6,ATIC,PNP,AK1,ATAD1,GDA,ITPA,PPAT,DGUOK,ABCC4,ABCC5,PDE4D,RRM2
Disulfiram Action Pathway	SMP00429	SMPDB	AOC1,ALDH3A1,MIF,ALDH1B1,ALDH2,TAT,FAH,DCT,GOT1,PNMT,ACSS2,ACSS1,COMT,DDC,HGD,CAT,HPD,DBH,GSTZ1,CYP2E1,MAOA,ADH1B,ADH1A,TYR,HAAO
Fluoxetine Action Pathway	SMP00426	SMPDB	SLC6A3,SLC6A2,FXYD2,SLC6A4,PCSK2,ATP1A3,SCN10A,CYP2D6,CACNA1A,CACNB1,CHRNB2,GRIN3A,SCN1B,GRIN1,KCNIP2,ADRA1A,KCND2,ATP1B2,ATP1B3,ATP1B1,CHRNA4,OPRM1,POMC,CACNA2D2,CYP3A4,CYP2C9,DRD1,ATP1A4,CYP2C19,ATP1A2,ATP1A1,HTR1A
